,year,Country,State,AverageTemperature,AverageTemperatureUncertainty,temp_diff
79,1900,India,Haryana,24.542416666666668,0.651,0.0
80,1900,India,Himachal Pradesh,9.186833333333334,0.9128333333333333,0.0
81,1900,India,Jammu And Kashmir,3.21925,1.0384166666666668,0.0
82,1900,India,Jharkhand,25.312250000000002,0.4855,0.0
83,1900,India,Karnataka,26.250333333333334,0.6839166666666667,0.0
84,1900,India,Kerala,26.835166666666666,0.5732499999999999,0.0
85,1900,India,Madhya Pradesh,25.9135,0.5203333333333333,0.0
86,1900,India,Maharashtra,26.651750000000003,0.62925,0.0
87,1900,India,Manipur,21.608166666666666,0.58125,0.0
88,1900,India,Meghalaya,23.78525,0.49141666666666667,0.0
89,1900,India,Mizoram,23.827833333333334,0.50525,0.0
90,1900,India,Nagaland,21.748500000000003,0.6438333333333334,0.0
91,1900,India,Orissa,26.5545,0.61,0.0
92,1900,India,Puducherry,27.72875,0.6464166666666666,0.0
93,1900,India,Punjab,23.457666666666668,0.7579166666666667,0.0
94,1900,India,Rajasthan,26.130666666666666,0.5346666666666667,0.0
95,1900,India,Sikkim,3.2997499999999995,0.6106666666666666,0.0
96,1900,India,Tamil Nadu,27.147333333333336,0.6423333333333333,0.0
97,1900,India,Tripura,25.269333333333332,0.4995833333333333,0.0
98,1900,India,Uttar Pradesh,25.013666666666666,0.5278333333333333,0.0
99,1900,India,Uttaranchal,14.924166666666666,0.8288333333333333,0.0
100,1900,India,West Bengal,25.26091666666667,0.4715,0.0
101,1900,Russia,Adygey,9.882500000000002,0.6981666666666667,0.0
102,1900,Russia,Aga Buryat,-2.4444999999999997,1.1115833333333334,0.0
103,1900,Russia,Altay,0.9357500000000001,1.3090833333333334,0.0
104,1900,Russia,Amur,-5.530166666666666,1.1564166666666666,0.0
105,1900,Russia,Arkhangel'Sk,-2.639666666666667,1.33875,0.0
106,1900,Russia,Astrakhan',7.7668333333333335,0.8060833333333334,0.0
107,1900,Russia,Bashkortostan,0.7568333333333327,0.63775,0.0
108,1900,Russia,Belgorod,5.662166666666667,0.5755,0.0
109,1900,Russia,Bryansk,5.136916666666667,0.5745833333333333,0.0
110,1900,Russia,Buryat,-6.462833333333333,0.8442500000000001,0.0
111,1900,Russia,Chechnya,7.827083333333333,0.7285833333333334,0.0
112,1900,Russia,Chelyabinsk,0.7601666666666671,0.7926666666666667,0.0
113,1900,Russia,Chita,-6.0625,1.0108333333333335,0.0
114,1900,Russia,Chukot,-11.290166666666666,2.2764166666666665,0.0
115,1900,Russia,Chuvash,2.120916666666666,0.5760833333333334,0.0
116,1900,Russia,City Of St. Petersburg,3.2397500000000004,0.5278333333333333,0.0
117,1900,Russia,Dagestan,9.22775,0.7621666666666668,0.0
118,1900,Russia,Evenk,-10.471833333333334,2.2540833333333334,0.0
119,1900,Russia,Gorno Altay,-4.7075000000000005,1.4865000000000002,0.0
120,1900,Russia,Ingush,7.011500000000001,0.7225,0.0
121,1900,Russia,Irkutsk,-5.747916666666666,1.1069166666666665,0.0
122,1900,Russia,Ivanovo,2.2968333333333333,0.5934166666666667,0.0
123,1900,Russia,Kabardin Balkar,7.034833333333332,0.7054166666666667,0.0
124,1900,Russia,Kaliningrad,6.5923333333333325,0.49266666666666664,0.0
125,1900,Russia,Kalmyk,8.424000000000001,0.7879999999999999,0.0
126,1900,Russia,Kaluga,3.815416666666667,0.6058333333333333,0.0
127,1900,Russia,Kamchatka,-2.499,1.8500833333333333,0.0
128,1900,Russia,Karachay Cherkess,8.061666666666666,0.7729166666666667,0.0
129,1900,Russia,Karelia,0.01849999999999981,0.5235833333333333,0.0
130,1900,Russia,Kemerovo,-0.46091666666666686,1.4471666666666667,0.0
131,1900,Russia,Khabarovsk,-6.794499999999999,1.5330833333333336,0.0
132,1900,Russia,Khakass,-2.5914166666666665,1.7558333333333334,0.0
133,1900,Russia,Khanty Mansiy,-2.724583333333333,0.9143333333333333,0.0
134,1900,Russia,Kirov,0.5449166666666668,0.476,0.0
135,1900,Russia,Komi,-2.620833333333333,0.8524166666666666,0.0
136,1900,Russia,Komi Permyak,-0.17658333333333345,0.5158333333333333,0.0
137,1900,Russia,Koryak,-6.098333333333334,2.126916666666667,0.0
138,1900,Russia,Kostroma,1.2008333333333334,0.5399166666666667,0.0
139,1900,Russia,Krasnodar,10.173333333333334,0.6496666666666667,0.0
140,1900,Russia,Krasnoyarsk,-3.718833333333333,1.5979166666666667,0.0
141,1900,Russia,Kurgan,1.029333333333333,0.9671666666666666,0.0
142,1900,Russia,Kursk,5.06175,0.5561666666666667,0.0
143,1900,Russia,Leningrad,2.5327499999999996,0.5195,0.0
144,1900,Russia,Lipetsk,4.056916666666667,0.5814166666666667,0.0
145,1900,Russia,Maga Buryatdan,-11.732083333333335,2.3659166666666667,0.0
146,1900,Russia,Mariy El,1.535666666666667,0.53425,0.0
147,1900,Russia,Mordovia,2.5134999999999996,0.5611666666666667,0.0
148,1900,Russia,Moscow City,3.267583333333334,0.6458333333333334,0.0
149,1900,Russia,Moskva,3.1711666666666676,0.6124999999999999,0.0
150,1900,Russia,Murmansk,-2.343583333333333,0.8311666666666667,0.0
151,1900,Russia,Nenets,-4.7485,1.5199166666666668,0.0
152,1900,Russia,Nizhegorod,2.1425833333333335,0.547,0.0
153,1900,Russia,North Ossetia,6.34025,0.673,0.0
154,1900,Russia,Novgorod,3.0075000000000003,0.5773333333333334,0.0
155,1900,Russia,Novosibirsk,0.18825000000000078,1.0614166666666667,0.0
156,1900,Russia,Omsk,0.19433333333333414,0.8880833333333333,0.0
157,1900,Russia,Orel,4.3406666666666665,0.5772499999999999,0.0
158,1900,Russia,Orenburg,2.0053333333333327,0.6683333333333333,0.0
159,1900,Russia,Penza,2.7617499999999997,0.5772499999999999,0.0
160,1900,Russia,Perm',-0.5410000000000003,0.5270833333333333,0.0
161,1900,Russia,Primor'Ye,1.4951666666666668,1.1400833333333333,0.0
162,1900,Russia,Pskov,4.051,0.5419166666666667,0.0
163,1900,Russia,Rostov,7.616083333333333,0.6960833333333333,0.0
164,1900,Russia,Ryazan',3.13025,0.5715,0.0
165,1900,Russia,Sakha,-13.908666666666669,2.0650833333333334,0.0
166,1900,Russia,Sakhalin,-0.801083333333333,1.257,0.0
167,1900,Russia,Samara,2.218583333333333,0.5670833333333333,0.0
168,1900,Russia,Saratov,3.540333333333333,0.6389166666666667,0.0
169,1900,Russia,Smolensk,4.022166666666666,0.6055,0.0
170,1900,Russia,Stavropol',8.6585,0.7563333333333334,0.0
171,1900,Russia,Sverdlovsk,-0.21216666666666692,0.6365833333333334,0.0
172,1900,Russia,Tambov,3.6326666666666667,0.58975,0.0
173,1900,Russia,Tatarstan,1.5600833333333333,0.5348333333333334,0.0
174,1900,Russia,Taymyr,-13.798083333333333,3.2540833333333334,0.0
175,1900,Russia,Tomsk,-1.094,1.1950833333333333,0.0
176,1900,Russia,Tula,3.5644999999999993,0.5980833333333333,0.0
177,1900,Russia,Tuva,-6.968833333333333,1.5776666666666666,0.0
178,1900,Russia,Tver',2.981083333333333,0.6005833333333334,0.0
179,1900,Russia,Tyumen',-0.06400000000000006,0.6885,0.0
180,1900,Russia,Udmurt,0.6734166666666664,0.48550000000000004,0.0
181,1900,Russia,Ul'Yanovsk,2.1373333333333333,0.5719166666666667,0.0
182,1900,Russia,Ust Orda Buryat,-3.332666666666667,1.01725,0.0
183,1900,Russia,Vladimir,2.7615833333333324,0.5812499999999999,0.0
184,1900,Russia,Volgograd,5.606166666666667,0.7306666666666666,0.0
185,1900,Russia,Vologda,0.9343333333333336,0.53425,0.0
186,1900,Russia,Voronezh,5.146833333333334,0.63475,0.0
187,1900,Russia,Yamal Nenets,-7.145583333333334,1.99625,0.0
188,1900,Russia,Yaroslavl',1.9942499999999999,0.6,0.0
189,1900,Russia,Yevrey,-0.21091666666666717,1.072,0.0
190,1900,United States,Alabama,17.059166666666666,0.4380833333333333,0.0
191,1900,United States,Alaska,-5.1465,1.1040833333333333,0.0
192,1900,United States,Arizona,15.742916666666666,0.4875833333333333,0.0
193,1900,United States,Arkansas,15.893416666666667,0.47941666666666666,0.0
194,1900,United States,California,14.515749999999999,0.4839166666666667,0.0
195,1900,United States,Colorado,7.470916666666667,0.49833333333333335,0.0
196,1900,United States,Connecticut,9.763166666666667,0.45975000000000005,0.0
197,1900,United States,Delaware,12.690166666666668,0.50175,0.0
198,1900,United States,District Of Columbia,12.712083333333334,0.46058333333333334,0.0
199,1900,United States,Florida,21.34475,0.4250833333333333,0.0
200,1900,United States,Georgia (State),17.49266666666667,0.42816666666666664,0.0
201,1900,United States,Hawaii,22.42925,0.7485833333333334,0.0
202,1900,United States,Idaho,6.275916666666667,0.4841666666666667,0.0
203,1900,United States,Illinois,11.423833333333334,0.4399166666666667,0.0
204,1900,United States,Indiana,11.446666666666667,0.4463333333333333,0.0
205,1900,United States,Iowa,9.3225,0.43733333333333335,0.0
206,1900,United States,Kansas,12.764666666666669,0.4115,0.0
207,1900,United States,Kentucky,13.41475,0.45458333333333334,0.0
208,1900,United States,Louisiana,19.020583333333335,0.4196666666666667,0.0
209,1900,United States,Maine,4.675333333333334,0.46199999999999997,0.0
210,1900,United States,Maryland,12.896166666666666,0.4285833333333333,0.0
211,1900,United States,Massachusetts,8.245833333333334,0.4956666666666667,0.0
212,1900,United States,Michigan,7.180833333333333,0.44475,0.0
213,1900,United States,Minnesota,5.405583333333333,0.4963333333333333,0.0
214,1900,United States,Mississippi,17.587416666666666,0.4455833333333333,0.0
215,1900,United States,Missouri,12.810083333333333,0.41625,0.0
216,1900,United States,Montana,6.09475,0.4426666666666667,0.0
217,1900,United States,Nebraska,10.0575,0.4558333333333333,0.0
218,1900,United States,Nevada,10.332916666666668,0.5766666666666667,0.0
219,1900,United States,New Hampshire,6.0015833333333335,0.5245833333333333,0.0
220,1900,United States,New Jersey,11.463833333333334,0.4429166666666666,0.0
221,1900,United States,New Mexico,12.172416666666665,0.4330833333333333,0.0
222,1900,United States,New York,7.859583333333334,0.43241666666666667,0.0
223,1900,United States,North Carolina,15.137749999999999,0.4375,0.0
224,1900,United States,North Dakota,5.1955,0.4434166666666666,0.0
225,1900,United States,Ohio,10.906666666666666,0.3958333333333333,0.0
226,1900,United States,Oklahoma,15.558416666666668,0.44875,0.0
227,1900,United States,Oregon,8.671583333333334,0.44675,0.0
228,1900,United States,Pennsylvania,9.888416666666666,0.41850000000000004,0.0
229,1900,United States,Rhode Island,9.702166666666667,0.4655833333333333,0.0
230,1900,United States,South Carolina,17.147166666666667,0.42016666666666663,0.0
231,1900,United States,South Dakota,8.186,0.45141666666666663,0.0
232,1900,United States,Tennessee,14.341666666666669,0.4693333333333333,0.0
233,1900,United States,Texas,17.984166666666667,0.39991666666666664,0.0
234,1900,United States,Utah,9.206916666666666,0.4615833333333333,0.0
235,1900,United States,Vermont,5.781916666666667,0.48258333333333336,0.0
236,1900,United States,Virginia,13.428916666666666,0.39475,0.0
237,1900,United States,Washington,8.185666666666666,0.48466666666666663,0.0
238,1900,United States,West Virginia,11.52875,0.4246666666666667,0.0
239,1900,United States,Wisconsin,6.6241666666666665,0.48174999999999996,0.0
240,1900,United States,Wyoming,6.1306666666666665,0.5414166666666667,0.0
241,1901,Australia,Australian Capital Territory,11.491666666666667,0.5870833333333333,-0.17508333333333326
242,1901,Australia,New South Wales,17.470083333333335,0.4765,0.061000000000003496
243,1901,Australia,Northern Territory,24.62075,0.6010833333333333,-0.8654166666666647
244,1901,Australia,Queensland,23.158583333333336,0.5355833333333333,-0.37566666666666393
245,1901,Australia,South Australia,19.21175,0.505,0.09966666666666413
246,1901,Australia,Tasmania,10.652333333333333,0.5541666666666667,0.20266666666666566
247,1901,Australia,Victoria,14.049666666666667,0.4713333333333333,0.3168333333333351
248,1901,Australia,Western Australia,22.15275,0.4658333333333333,0.060333333333336014
249,1901,Brazil,Acre,25.78,0.9054166666666666,-0.15725000000000122
250,1901,Brazil,Alagoas,24.502333333333336,0.8217500000000001,-0.387166666666662
251,1901,Brazil,Amazonas,26.247416666666666,0.7224166666666667,-0.02716666666666967
252,1901,Brazil,Bahia,23.8775,0.92375,-0.24283333333333346
253,1901,Brazil,Distrito Federal,21.893833333333333,1.2240833333333334,0.008583333333334053
254,1901,Brazil,Mato Grosso,25.849083333333336,0.9335833333333333,0.08266666666666822
255,1901,Brazil,Mato Grosso Do Sul,23.756916666666665,0.9074166666666666,-0.177500000000002
256,1901,Brazil,Minas Gerais,21.678833333333333,1.1305833333333333,-0.1531666666666638
257,1901,Brazil,Pernambuco,25.133916666666668,0.8288333333333333,-0.4312499999999986
258,1901,Brazil,Rio De Janeiro,21.316333333333333,1.0318333333333334,-0.35716666666666796
259,1901,Brazil,Rio Grande Do Norte,26.70475,0.8325833333333333,-0.5089166666666678
260,1901,Brazil,Rio Grande Do Sul,18.440583333333333,0.8029166666666666,-0.8364166666666684
261,1901,Brazil,Roraima,25.930916666666665,0.7618333333333333,0.07225000000000037
262,1901,Brazil,Santa Catarina,17.841916666666666,0.8461666666666666,-0.8690833333333359
263,1901,Brazil,Sergipe,25.16508333333333,0.8355833333333332,-0.3545000000000016
264,1901,Brazil,Tocantins,25.955416666666668,0.9220833333333333,-0.028999999999996362
265,1901,Canada,Alberta,0.26308333333333334,0.7645833333333334,0.14858333333333357
266,1901,Canada,British Columbia,0.026416666666666682,0.6099166666666667,0.014166666666666513
267,1901,Canada,Manitoba,-2.5826666666666664,1.2473333333333334,-0.2334166666666655
268,1901,Canada,New Brunswick,4.4855833333333335,0.5303333333333333,0.5306666666666673
269,1901,Canada,Newfoundland And Labrador,-0.7641666666666667,0.8745833333333333,0.934666666666667
270,1901,Canada,Northwest Territories,-9.871666666666666,2.021666666666667,0.034416666666666984
271,1901,Canada,Nova Scotia,6.556,0.54725,0.3919166666666669
272,1901,Canada,Nunavut,-13.918,2.28375,-0.4251666666666676
273,1901,Canada,Ontario,0.18208333333333324,0.70525,-0.3827499999999997
274,1901,Canada,Prince Edward Island,5.983750000000001,0.5046666666666667,0.5822499999999993
275,1901,Canada,Saskatchewan,-0.1256666666666669,0.8186666666666667,-0.024833333333333193
276,1901,Canada,Yukon,-8.088583333333334,1.4526666666666666,0.3723333333333336
277,1901,China,Anhui,14.763,0.9518333333333334,-0.2924166666666661
278,1901,China,Beijing,8.93825,1.8167499999999999,-0.2593333333333323
279,1901,China,Chongqing,15.609333333333334,1.1085833333333335,0.15625
280,1901,China,Fujian,18.14775,0.5686666666666667,-0.20658333333333445
281,1901,China,Gansu,5.30825,1.3719166666666667,0.36966666666666637
282,1901,China,Guangdong,20.782,0.8463333333333333,0.0800833333333344
283,1901,China,Guangxi,19.8425,1.01875,0.13741666666666674
284,1901,China,Guizhou,15.118916666666665,1.0165833333333334,0.11941666666666606
285,1901,China,Hainan,24.101250000000004,0.9368333333333334,0.09666666666667112
286,1901,China,Hebei,8.968083333333334,1.6980833333333332,-0.20916666666666472
287,1901,China,Heilongjiang,1.1764999999999997,1.2094166666666666,0.2927499999999993
288,1901,China,Henan,13.570833333333333,1.2978333333333334,-0.06741666666666646
289,1901,China,Hubei,15.236166666666668,1.0855833333333333,0.0008333333333361281
290,1901,China,Hunan,16.394583333333333,0.9746666666666667,0.06466666666666754
291,1901,China,Jiangsu,14.176916666666669,0.9375,-0.40699999999999825
292,1901,China,Jiangxi,17.055,0.7687499999999999,-0.11891666666666723
293,1901,China,Jilin,4.083916666666667,1.2160833333333334,-0.07899999999999974
294,1901,China,Liaoning,7.268250000000001,1.3011666666666668,-0.2691666666666652
295,1901,China,Nei Mongol,3.225666666666667,1.3527500000000001,0.11575000000000024
296,1901,China,Ningxia Hui,7.571666666666666,1.5679166666666664,0.2691666666666652
297,1901,China,Qinghai,-1.98175,1.19175,0.3384166666666668
298,1901,China,Shaanxi,10.459249999999999,1.3758333333333335,0.15508333333333368
299,1901,China,Shandong,12.459083333333332,1.40975,-0.2805833333333343
300,1901,China,Shanghai,15.1075,0.7080000000000001,-0.5493333333333332
301,1901,China,Shanxi,8.640083333333333,1.6057500000000002,0.011000000000001009
302,1901,China,Sichuan,7.945666666666667,0.9394999999999999,0.17691666666666706
303,1901,China,Tianjin,11.224666666666666,1.83125,-0.3234166666666667
304,1901,China,Xinjiang Uygur,5.086,1.30525,0.17191666666666627
305,1901,China,Xizang,-2.6651666666666673,0.8364166666666666,0.04824999999999946
306,1901,China,Yunnan,15.620166666666668,0.6589166666666667,-0.05075000000000074
307,1901,China,Zhejiang,15.7395,0.597,-0.4432500000000026
308,1901,India,Andaman And Nicobar,27.438333333333333,0.6419166666666667,-0.1806666666666672
309,1901,India,Andhra Pradesh,27.254833333333334,0.6284166666666667,-0.5304166666666674
310,1901,India,Arunachal Pradesh,13.963916666666668,0.6243333333333333,-0.03149999999999764
311,1901,India,Assam,22.076166666666666,0.5345833333333333,-0.09350000000000236
312,1901,India,Bihar,24.703166666666664,0.43091666666666667,-0.0677500000000002
313,1901,India,Chandigarh,13.277416666666667,0.727,-0.1763333333333339
314,1901,India,Chhattisgarh,25.753833333333333,0.5045000000000001,-0.5661666666666711
315,1901,India,Dadra And Nagar Haveli,25.09783333333333,0.5370833333333334,-0.33141666666666936
316,1901,India,Daman And Diu,26.360249999999997,0.5267499999999999,-0.17941666666666833
317,1901,India,Delhi,25.493166666666667,0.54125,-0.06650000000000134
318,1901,India,Goa,26.062749999999998,0.584,-0.16566666666666663
319,1901,India,Gujarat,26.48183333333333,0.4659166666666667,-0.15725000000000122
320,1901,India,Haryana,24.45375,0.5860833333333334,-0.08866666666666845
321,1901,India,Himachal Pradesh,8.999916666666666,0.7818333333333333,-0.18691666666666862
322,1901,India,Jammu And Kashmir,2.999083333333333,1.0358333333333334,-0.22016666666666707
323,1901,India,Jharkhand,25.069999999999997,0.44208333333333333,-0.24225000000000563
324,1901,India,Karnataka,25.8745,0.5230833333333333,-0.3758333333333326
325,1901,India,Kerala,26.56675,0.41724999999999995,-0.26841666666666697
326,1901,India,Madhya Pradesh,25.529916666666665,0.42475,-0.38358333333333405
327,1901,India,Maharashtra,26.0685,0.49075,-0.5832500000000032
328,1901,India,Manipur,21.464083333333335,0.5275,-0.1440833333333309
329,1901,India,Meghalaya,23.6795,0.5085000000000001,-0.10575000000000045
330,1901,India,Mizoram,23.644583333333333,0.5170833333333333,-0.18325000000000102
331,1901,India,Nagaland,21.634083333333333,0.5620833333333334,-0.11441666666667061
332,1901,India,Orissa,26.070916666666665,0.5421666666666667,-0.4835833333333355
333,1901,India,Puducherry,27.511,0.476,-0.21775000000000233
334,1901,India,Punjab,23.327749999999998,0.638,-0.12991666666667
335,1901,India,Rajasthan,26.105416666666667,0.49491666666666667,-0.025249999999999773
336,1901,India,Sikkim,3.32175,0.62625,0.022000000000000686
337,1901,India,Tamil Nadu,26.876500000000004,0.46708333333333335,-0.27083333333333215
338,1901,India,Tripura,25.06125,0.4988333333333334,-0.20808333333333096
339,1901,India,Uttar Pradesh,24.89591666666667,0.45858333333333334,-0.11774999999999736
340,1901,India,Uttaranchal,14.853250000000001,0.68725,-0.0709166666666654
341,1901,India,West Bengal,25.079916666666666,0.41650000000000004,-0.1810000000000045
342,1901,Russia,Adygey,10.945749999999999,0.6758333333333333,1.0632499999999965
343,1901,Russia,Aga Buryat,-2.565750000000001,1.0623333333333334,-0.12125000000000119
344,1901,Russia,Altay,1.24975,1.1414166666666665,0.31399999999999983
345,1901,Russia,Amur,-4.756750000000001,1.1946666666666668,0.7734166666666651
346,1901,Russia,Arkhangel'Sk,-2.440916666666667,1.3915833333333334,0.19874999999999998
347,1901,Russia,Astrakhan',9.811833333333334,0.7623333333333333,2.045000000000001
348,1901,Russia,Bashkortostan,1.9445000000000003,0.67625,1.1876666666666678
349,1901,Russia,Belgorod,7.257583333333333,0.6144999999999999,1.595416666666666
350,1901,Russia,Bryansk,6.120416666666667,0.5721666666666666,0.9835000000000003
351,1901,Russia,Buryat,-6.4775,0.8210000000000001,-0.014666666666666828
352,1901,Russia,Chechnya,9.097666666666667,0.8100833333333334,1.2705833333333336
353,1901,Russia,Chelyabinsk,1.4647499999999998,0.7130833333333334,0.7045833333333327
354,1901,Russia,Chita,-5.9798333333333344,0.8909166666666667,0.08266666666666556
355,1901,Russia,Chukot,-11.47725,2.3478333333333334,-0.1870833333333337
356,1901,Russia,Chuvash,3.7489166666666662,0.6760833333333333,1.6280000000000001
357,1901,Russia,City Of St. Petersburg,4.265916666666667,0.46641666666666665,1.0261666666666662
358,1901,Russia,Dagestan,10.503916666666667,0.7794166666666666,1.2761666666666667
359,1901,Russia,Evenk,-11.085083333333335,2.481333333333333,-0.6132500000000007
360,1901,Russia,Gorno Altay,-4.21875,1.2483333333333333,0.48875000000000046
361,1901,Russia,Ingush,8.211416666666667,0.8294999999999999,1.1999166666666659
362,1901,Russia,Irkutsk,-5.767333333333333,1.022,-0.019416666666667304
363,1901,Russia,Ivanovo,3.67275,0.5593333333333333,1.375916666666667
364,1901,Russia,Kabardin Balkar,8.294333333333332,0.7758333333333334,1.2595
365,1901,Russia,Kaliningrad,6.7775,0.4194166666666667,0.18516666666666737
366,1901,Russia,Kalmyk,10.326416666666667,0.7079166666666667,1.9024166666666655
367,1901,Russia,Kaluga,5.045416666666666,0.61525,1.229999999999999
368,1901,Russia,Kamchatka,-1.428,1.8201666666666665,1.0710000000000002
369,1901,Russia,Karachay Cherkess,9.344583333333334,0.7855833333333333,1.2829166666666687
370,1901,Russia,Karelia,1.15725,0.4573333333333333,1.1387500000000002
371,1901,Russia,Kemerovo,-0.3563333333333336,1.1690833333333333,0.10458333333333325
372,1901,Russia,Khabarovsk,-5.4807500000000005,1.30125,1.3137499999999989
373,1901,Russia,Khakass,-2.2220833333333325,1.2996666666666667,0.36933333333333396
374,1901,Russia,Khanty Mansiy,-3.74625,0.9234999999999999,-1.021666666666667
375,1901,Russia,Kirov,1.3059166666666666,0.5459166666666667,0.7609999999999998
376,1901,Russia,Komi,-3.008833333333333,0.9259166666666667,-0.3879999999999999
377,1901,Russia,Komi Permyak,0.07233333333333292,0.5343333333333333,0.24891666666666637
378,1901,Russia,Koryak,-5.618083333333334,2.126583333333333,0.48024999999999984
